user_id	impression_time	article_ids_inview
U1747023	05/20/2023 07:01:33 PM	N9772659 N9772659 N9773700 N9773768 N9755712 N9514481 N9767697
U1747023	05/20/2023 07:00:09 PM	"N9773278 N9773278 N9773866 N9773470 N9514481 N9695098 N9773566 N9773711 N9773943 N9773673
 N9755800 N9772678 N9767697 N9773852 N9773744 N9771009 N9773726 N9746360"
U1747023	05/20/2023 07:02:43 PM	"N9773275 N9773275 N9772434 N9773617 N9773612 N9773539 N9772557 N9773461 N9514481 N9767697
 N9773727 N9773574 N9746810 N9773638"
U1747023	05/20/2023 07:01:56 PM	N9773825 N9773825 N9767697 N9514481 N9772866 N9771113 N9773697 N9773543
U1748436	05/20/2023 07:21:21 PM	N9774065 N9774065 N9773873 N9773962 N9773987 N9774013 N9772228 N9773288 N9773877 N9773486
U1990738	05/24/2023 03:52:50 AM	"N9777750 N9777750 N9778386 N9778351 N9778375 N9778422 N9778328 N9778500 N9777856 N9778413
 N9778448"
U1990738	05/24/2023 03:51:25 AM	N9778422 N9778422 N9778413 N9778328 N9778375 N9777856 N9778351 N9778386 N9778448 N9778500
U1992684	05/24/2023 03:25:41 AM	"N7306652 N7306652 N9534519 N9778328 N9778302 N9777307 N9777941 N9778155 N9778413 N9778375
 N9778326 N9142564 N9345280"
U839118	05/24/2023 10:18:54 AM	N9778666 N9778666 N9420172 N9778769 N9483850 N9275787 N9518688
U839118	05/24/2023 10:18:24 AM	N9420172 N9420172 N9777397 N9518688 N9778843 N9483850 N9275787 N9778917
U839118	05/24/2023 10:18:34 AM	N9275787 N9275787 N9518688 N9778668 N9420172 N9778842 N9483850 N9778827
U839118	05/24/2023 10:19:06 AM	N9778780 N9778780 N9778875 N9778155 N9483850 N9275787 N9778745 N9420172 N9778682 N9518688
U764848	05/23/2023 08:47:12 AM	N9774383 N9774383 N9771237 N9769478 N9764444 N9777164
U764848	05/23/2023 08:42:46 AM	"N9776851 N9776851 N9776046 N9777075 N9776287 N9776553 N9776406 N9776808 N9776560 N9776864
 N9776697 N9776968"
U764848	05/23/2023 08:44:50 AM	N9725391 N9725391 N9712694 N9710702 N9777075 N9534036 N9777164
U1497457	05/21/2023 09:32:31 AM	"N9774392 N9774392 N9774376 N9774382 N8315213 N9770028 N9773464 N9774383 N9773985 N9774229
 N9760091 N9774363 N9774430"
U1739740	05/20/2023 07:23:18 AM	"N9773292 N9773292 N9099237 N9773307 N7213923 N9532638 N9755712 N9756785 N9772601 N9772475
 N9345280 N9769504 N9773210 N9772629"
U1739740	05/20/2023 07:17:28 AM	N9772185 N9772185 N9773297 N9770178 N9765804 N9765618 N9773282
U1739740	05/20/2023 07:26:51 AM	"N9773172 N9773172 N9773137 N9771919 N9773228 N9769624 N9767697 N9770369 N9772635 N9773210
 N9769306"
U2326725	05/23/2023 09:16:07 PM	N9772300 N9772300 N9769580 N9771919 N9778220 N9775596 N9778236 N9773282
U2326725	05/23/2023 09:11:51 PM	N9547869 N9547869 N9542727 N9553192 N9777307 N9776420 N7865155
U2326725	05/23/2023 09:14:43 PM	N9775794 N9775794 N9777750 N9778102 N9776046 N9776292 N9777364 N9772575
U2326725	05/23/2023 09:15:19 PM	N9776014 N9776014 N9778192 N9778236 N9777296 N9777364
U2403487	05/20/2023 09:47:50 PM	"N9695098 N9695098 N9746360 N9769624 N7213923 N9773638 N9774065 N9771919 N9773987 N9772659
 N9538375 N9773877 N9773873 N9773962 N9774013 N9773486 N9774017 N9773900 N9773279"
U2403487	05/20/2023 09:44:42 PM	N9770450 N9770450 N7420751 N9774079 N9774120 N9774074 N9767665 N9772453
U2540950	05/23/2023 09:01:02 PM	N9777307 N9777307 N9777941 N9778326 N9778328 N9778262
U135488	05/23/2023 12:47:11 PM	N9777320 N9777320 N9777190 N9776710 N9777319 N9777374 N9777520 N9777693
U1020886	05/18/2023 03:33:35 PM	N9771333 N9771333 N9771572 N9771351 N9771151 N9771579 N9771626
U172491	05/22/2023 08:28:16 AM	N9766279 N9766279 N9774541 N9775701 N9775722 N9775697 N9775648 N9775716 N9767336 N9775647
U172491	05/22/2023 08:29:36 AM	N9775621 N9775621 N8315213 N9563703 N9767490 N9775611 N9775486 N9775701 N9771197
U210846	05/22/2023 08:59:06 AM	N9775648 N9775648 N9771355 N9774541 N9775699 N9775697 N9775325 N9775752 N9774429
U1193431	05/18/2023 01:40:20 PM	"N9771438 N9771438 N9769996 N9771351 N9771254 N9770369 N9771325 N9767903 N9769497 N8918299
 N9769917 N9770451 N9771330 N9771460 N9771479 N9770029"
U2140356	05/22/2023 05:21:16 PM	"N9776303 N9776303 N7306652 N9776259 N9776070 N9776377 N9776234 N9776190 N9775998 N9776332
 N9776315 N9774574 N9776322 N9775983"
U2140356	05/22/2023 05:21:54 PM	"N9776099 N9776099 N7306652 N9776152 N9776238 N9775855 N9776191 N9767490 N9776176 N9775673
 N9775717 N9776278 N9776041 N9772711 N9776184 N9775964 N9775939 N9776087 N9538375
 N9770450"
U2185613	05/22/2023 04:59:47 PM	N9772389 N9772389 N9775998 N9776315 N9775983 N9776322
U2190812	05/22/2023 04:07:04 PM	N9776259 N9776259 N9775939 N9776152 N9776191 N9775717 N9776278 N9776238
U2190812	05/22/2023 04:06:48 PM	N9776259 N9776259 N9776191 N9776152 N9776234 N9776238 N9775939
U856313	05/25/2023 04:04:49 AM	"N9779956 N9779956 N9780020 N9778971 N9779867 N9534519 N9779430 N9779648 N9779873 N9779813
 N9772548 N9777156 N9778902 N9779263 N9778939 N9777910 N9758734 N9780039 N9779427
 N9776967 N9774574 N9779150 N9695098 N9779777 N9780096 N9779996 N9779860"
U856313	05/25/2023 04:07:16 AM	N9779747 N9779747 N9779797 N9779705 N9777769 N9779723 N9779423
U856313	05/25/2023 04:08:59 AM	"N9779423 N9779423 N9779045 N9779541 N9777822 N9779737 N9779141 N9768242 N9779723 N9779641
 N9779509 N9779738 N9779517 N9776420 N9778788 N9779657 N9738868 N9779642 N9779705
 N9778155 N9772706 N9779674 N9737393 N9779498 N9779511"
U1732429	05/19/2023 10:35:05 AM	N9772284 N9772284 N9772227 N9772302 N9770051 N9772366 N9772291 N9772050
U1732429	05/19/2023 10:36:38 AM	N9767297 N9767297 N9769472 N9772366 N9769469 N9771127
U1732429	05/19/2023 10:35:24 AM	N9742172 N9742172 N9772366 N9772227 N9742173 N9769917
U1732429	05/19/2023 10:37:46 AM	N9772227 N9772227 N9772284 N9772291 N9772256 N9772302 N9772366 N9772050 N9770051
U1732429	05/19/2023 10:36:11 AM	"N9772168 N9772168 N9772302 N9772291 N8918299 N9771627 N9772219 N9772263 N9772227 N9770051
 N9772050 N9432542 N9505105 N9510857 N9772284"
U1772512	05/19/2023 12:53:25 PM	N9761859 N9761859 N9771627 N9772407 N9532638 N8422665 N9432542 N9772442 N9557348 N9772389
U2064339	05/19/2023 08:34:07 AM	"N9770051 N9770051 N9772193 N9459174 N9772221 N9440508 N9772092 N9772050 N9770515 N9287091
 N9771627 N9772115 N9772168 N9391394"
U2064339	05/19/2023 08:36:22 AM	"N9459174 N9459174 N9772115 N9099237 N9771627 N9679971 N9679995 N9522337 N9078646 N9772092
 N9771113 N9391394 N9772038 N9532638 N9772185 N9772047 N9301206"
U2078799	05/22/2023 02:38:19 PM	"N9775900 N9775900 N9775717 N9775964 N9775785 N9775673 N9776152 N9776184 N9776087 N9775939
 N9776099 N9776041"
U2118743	05/22/2023 02:32:25 PM	N9776184 N9776184 N9776041 N9775964 N9775939 N9776176 N9775785 N9775855 N9775717
U2118743	05/22/2023 02:33:04 PM	N9776087 N9776087 N9775855 N9775881 N9775703 N9775927
U2118743	05/22/2023 02:32:46 PM	N9776176 N9776176 N9776041 N8560195 N9775717 N9776099 N9775785 N9775939 N9775855 N9776087
U2118743	05/22/2023 02:31:01 PM	N9776184 N9776184 N9775717 N9776099 N9775939 N9775964 N9776041
U2267404	05/20/2023 07:34:49 PM	N9773852 N9773852 N9772659 N9773866 N9773744 N9772678 N9773470 N9755712
U2267404	05/20/2023 07:33:37 PM	N9773873 N9773873 N9773900 N9773962 N9774013 N9773279 N9755800
U2267404	05/20/2023 07:32:07 PM	N9774065 N9774065 N9774079 N9772228 N9773465 N9773288
U1246374	05/22/2023 06:29:02 AM	N8422665 N8422665 N9768866 N9775485 N9775500 N7306652 N7460419
U1246374	05/22/2023 06:27:59 AM	N9775518 N9775518 N8422665 N7306652 N9773868 N9767490 N9774733
U1246374	05/22/2023 06:28:09 AM	N7306652 N7306652 N9775419 N8422665 N9775484 N9775489 N9775347
U1251390	05/22/2023 06:41:24 AM	N9775567 N9775567 N9775562 N9743951 N9775573 N9758424 N9775577 N9775551
U1746537	05/19/2023 03:57:22 PM	N9771919 N9771919 N9769622 N9772050 N9769306 N9440508
U1746537	05/19/2023 03:55:40 PM	"N9772517 N9772517 N9771627 N9772575 N9772543 N9440508 N9772835 N9772297 N9772367 N9772557
 N9772632"
U1746537	05/19/2023 03:56:09 PM	"N9771113 N9771113 N9440508 N9771568 N9772344 N9746360 N9753907 N9772363 N9769622 N9772227
 N9772302 N9772389 N9772380 N9772407 N9772442 N9761859 N9771919 N9772433 N9769306
 N9772284 N9695098 N9772366 N9772328 N9772279 N9768308 N9772443 N9772422 N9769341
 N9772029"
U1746537	05/19/2023 03:52:28 PM	N9772768 N9772768 N9772727 N9772805 N9772858 N9772830 N9772750 N9772660 N9772099
U1029687	05/18/2023 11:00:40 AM	N9770792 N9770792 N9769917 N9771128 N9767697 N7213923 N9770997
U2368664	05/25/2023 03:47:55 AM	N9779427 N9779427 N9779996 N9780039 N9779648 N9780020 N9779150 N9779263
U2368665	05/25/2023 03:16:22 AM	N9779150 N9779150 N9779860 N9779427 N9779996 N9779263 N9779648
U1266387	05/18/2023 05:42:41 PM	N9771764 N9771764 N9771686 N9770082 N9771168 N9771576 N9765759
U1266387	05/18/2023 05:43:00 PM	N9771113 N9771113 N9771626 N9767470 N9771333 N9771235
U1834807	05/24/2023 02:11:27 PM	"N9777636 N9777636 N9115412 N7213923 N9779181 N9779269 N9532638 N9518688 N9779184 N9779242
 N9779019"
U1834807	05/24/2023 02:11:55 PM	N9532638 N9532638 N9115412 N9518688 N9779019 N9779184 N7213923
U1834807	05/24/2023 02:49:56 PM	N9779383 N9779383 N9778945 N9779289 N9779377 N9779007
U1514088	05/23/2023 01:24:49 PM	N9777190 N9777190 N9777704 N9777648 N9777529 N9777319 N9777768 N9777320
U1678529	05/18/2023 02:59:29 PM	N9771554 N9771554 N9771113 N9771224 N9771479 N9769432 N9771351 N9771352 N9771572
U2377698	05/20/2023 04:07:26 AM	N9772772 N9772772 N9772557 N9746360 N9514481 N9695098 N9772963 N9773015 N9772502
U2377698	05/20/2023 04:06:10 AM	"N9772710 N9772710 N9770045 N9773070 N9773018 N9773078 N9772343 N9771248 N9514481 N9773014
 N9769624 N9772485 N9773102 N9773045 N9773084"
U1468524	05/19/2023 05:04:07 AM	N9771919 N9771919 N9771627 N9420172 N9771948 N9771127 N9771187 N9534036 N9771119
U2031993	05/25/2023 06:10:10 AM	N9771919 N9771919 N9774079 N9779748 N9779891 N9772706 N9757574
U2031993	05/25/2023 06:06:58 AM	N9779577 N9779577 N9780193 N9779713 N9780181 N9780195 N9779968
U2031993	05/25/2023 06:07:47 AM	"N9277736 N9277736 N9483850 N9779713 N9766434 N9779427 N9779263 N8916320 N9779648 N9779860
 N9547869"
U1923897	05/22/2023 10:34:35 AM	N9775703 N9775703 N9775776 N9775800 N9775873 N9775824 N9775809
U1932946	05/22/2023 10:48:54 AM	N9775873 N9775873 N9775881 N9775809 N9756169 N9775703
U1955113	05/20/2023 02:03:21 PM	"N9773282 N9773282 N9767566 N9773378 N9345280 N9772601 N9773488 N9773356 N9771113 N9772300
 N9494434 N9772629 N9695098 N9770178 N9770638 N9746360 N9773341 N9773351 N9773335
 N9772862 N9761859 N9773493 N9769624 N9773296 N9772557 N9771919 N9753689 N9773434
 N9773412 N9773376"
U1978399	05/20/2023 02:07:11 PM	N9767566 N9767566 N9773290 N9773574 N9773488 N9773434 N9773378
U1978399	05/20/2023 02:15:23 PM	N9773335 N9773335 N9773295 N9773282 N9772557 N9772629 N9773307 N9772475 N9771627
U1978399	05/20/2023 02:03:08 PM	N9773539 N9773539 N9142564 N9142581 N9773461 N9755712 N9773275 N9391394 N9488208
U1978399	05/20/2023 02:10:23 PM	N9772300 N9772300 N9771113 N9773376 N9753689 N9773351 N9772557 N9761859
U1978399	05/20/2023 02:04:22 PM	N9773493 N9773493 N9772434 N9566633 N9773364 N9759891 N9772862 N9769624
U661583	05/20/2023 12:10:44 PM	N9773364 N9773364 N9773341 N9773447 N9566633 N9773493 N9773434 N9759891
U1561074	05/18/2023 01:18:25 PM	"N9771330 N9771330 N9771237 N9770451 N9771438 N9769497 N9770029 N9771351 N9770369 N9769917
 N9769996 N9767903 N9771325 N9771254 N9771460"
U1255547	05/22/2023 05:09:01 PM	N9776070 N9776070 N9776259 N9774574 N8315213 N9776238
U2379844	05/23/2023 03:28:15 PM	N9777955 N9777955 N9778052 N9777992 N9778004 N9777565 N9778007 N9777505
U1799180	05/22/2023 07:15:34 PM	"N9775983 N9775983 N9776040 N9776234 N9776386 N9432425 N9776394 N9776047 N9769605 N9084355
 N9776449 N9776223 N9776442 N9776438 N9743870"
U1976045	05/18/2023 10:57:45 AM	"N9771237 N9771237 N9771253 N9770997 N9771126 N9771242 N9742735 N9770369 N9771128 N9767765
 N9758882 N9770792 N9771065 N9142564 N9771166 N9769917 N9436758 N9767697"
U2018977	05/19/2023 10:00:39 AM	N9772256 N9772256 N9772284 N9772227 N9772291 N9770051
U2069966	05/25/2023 04:48:19 AM	"N9052240 N9052240 N9779777 N9778971 N9779427 N9777156 N9779860 N9779867 N9779996 N9776967
 N9779956 N9420172 N9778939 N9758734"
U2113901	05/18/2023 07:59:19 PM	N9771796 N9771796 N9771779 N9771869 N9771888 N9771691 N9771846 N9771842 N9771125 N9769424
U1255547	05/20/2023 05:03:54 PM	"N9772678 N9772678 N9773700 N9773278 N9773711 N9142581 N9773744 N9773673 N9773866 N9755800
 N9486486 N9102576"
U1478597	05/20/2023 05:26:18 PM	N9773866 N9773866 N9771009 N9773566 N9773673 N9773470
U1478597	05/20/2023 05:30:33 PM	N9773612 N9773612 N9391394 N9527358 N9772963 N9771113 N9773539 N9773278 N9772557
U1478597	05/20/2023 05:30:20 PM	N9391394 N9391394 N9772963 N9773638 N9746810 N9773574 N9772557 N9527358 N9773278
U1478597	05/20/2023 05:30:46 PM	N9773461 N9773461 N9772434 N9773278 N9772557 N9773275 N9772963 N9527358 N9391394 N9773612
U1478597	05/20/2023 05:29:30 PM	N9772963 N9772963 N9527358 N9772659 N9773617 N9772557 N9391394 N9773278 N9773727 N9755712
U1478597	05/20/2023 05:27:00 PM	"N9773877 N9773877 N9773873 N9755800 N9773866 N9773768 N9772678 N9527358 N9391394 N9773711
 N9773673 N9772557 N9773278 N9773825 N9773700 N9773279 N9773852 N9773744 N9773566"
U1478597	05/20/2023 05:26:53 PM	N8315213 N8315213 N9773744 N9527358 N9755800 N9772678
U1478597	05/20/2023 05:29:20 PM	"N9746360 N9746360 N9527358 N9773543 N9772557 N9772963 N9772866 N9391394 N9773697 N9773278
 N9769624"
U317862	05/22/2023 02:06:12 PM	N9775900 N9775900 N9776099 N9775717 N9776184 N9776087 N9776041 N9775673 N9775964
U1129282	05/19/2023 08:16:02 AM	N9772038 N9772038 N9268234 N9772168 N9772047 N9771113 N9758825 N9771627 N9772185 N9772088
U2049698	05/21/2023 06:59:37 AM	N9774163 N9774163 N9774020 N9774120 N9538375 N9770450 N9772228 N9774125
U2049698	05/21/2023 06:58:39 AM	"N9765941 N9765941 N9773846 N9774079 N9769531 N9774321 N9774252 N9773350 N9769624 N9767665
 N9774297 N9770028 N9772453 N9774187 N9771996 N9773857 N9774074 N9774142"
U2052088	05/21/2023 06:09:59 AM	N9774074 N9774074 N9774321 N9774079 N9774252 N9099237 N9773857 N9774187 N9770028
U1292827	05/18/2023 11:22:34 AM	"N9767852 N9767852 N9769404 N9769622 N9769306 N9417521 N9440508 N9436758 N9770594 N9769457
 N9769366 N9769433 N9219607 N9770799 N9767751 N9769650 N9770726"
U1292827	05/18/2023 11:19:38 AM	"N9770029 N9770029 N9695098 N9769917 N9770538 N9766441 N9436758 N9767751 N9763284 N9769712
 N9771128 N9769622 N9770867 N9728166 N9771042 N9766140 N9769306 N9770369 N9233208
 N9771253 N9747757 N9768308 N9770798 N9770997 N9440508 N9770792 N9771083 N9771166
 N9770829 N9417521 N9767697 N9771237 N9746360 N9770741 N9770541 N9771065 N9735909
 N9770989 N9769762 N9727087 N9771126 N9770882 N9219607 N9769433 N9771242 N9770729
 N9769553 N9720068 N9770886"
U1292827	05/18/2023 11:22:05 AM	N9417521 N9417521 N9769433 N9219607 N9769575 N9769306 N9769622 N9767751 N9436758 N9440508
U1292827	05/18/2023 11:17:33 AM	N9768308 N9768308 N9771242 N9771126 N9771253 N9771237 N9770029 N9770369
U1297999	05/18/2023 11:13:06 AM	"N9443420 N9443420 N9770726 N9759717 N9770594 N9767852 N9488208 N9647575 N9724922 N9762288
 N9763284 N9532638 N9769366 N9769650 N9769575 N9768242 N9770867 N9747633 N9770327
 N7213923 N9770829 N9670286 N9769404 N9770799 N9769917 N9440508 N9558040 N9769457"
U1297999	05/18/2023 11:10:51 AM	N7213923 N7213923 N9770541 N9558040 N9532638 N9488208
U1297999	05/18/2023 11:12:22 AM	"N9770538 N9770538 N9769553 N9770989 N9558040 N9488208 N9770741 N9532638 N9770882 N7213923
 N9728166 N9770798"
U1297999	05/18/2023 11:09:03 AM	"N9720068 N9720068 N9695098 N9735909 N9771128 N9727087 N9746360 N9771166 N9769917 N9767697
 N9769306 N9558040 N9770997 N9766441 N9488208 N9769712 N9768308 N9769762 N9747757
 N9770729 N9770792 N9770886 N9532638 N9766140 N9233208 N9771083 N9771126 N7213923"
U1297999	05/18/2023 11:08:17 AM	N9771065 N9771065 N9770369 N9771253 N9771237 N9771242
U1512064	05/24/2023 07:32:43 PM	N9777769 N9777769 N9779705 N9779423 N9779748 N9779723 N9779045 N9779657
U1514088	05/24/2023 07:16:38 PM	N9777321 N9777321 N9777769 N9779045 N9779737 N9779657 N9779423 N9779748 N9779705
U1765701	05/23/2023 04:34:36 AM	"N9771995 N9771995 N9776544 N9776566 N9446756 N9776690 N9097165 N9366571 N9776449 N9776046
 N9776551 N9465878 N9776688 N9776691 N9776570"
U1765701	05/23/2023 04:17:30 AM	"N9776570 N9776570 N9775277 N9775763 N9695098 N9776489 N9776690 N9482970 N9776497 N9774559
 N9767490 N9776046 N9775804 N9774461 N9776449 N9776544 N9776434 N9776369 N9776583
 N9771995 N9759966 N9776688 N9776715 N9776553 N9776148 N9776691 N9436758 N9775183
 N9776049 N9776566 N9769605 N9465878 N9776560 N9776341 N9219607 N9775985"
U1765701	05/23/2023 04:34:15 AM	"N9776691 N9776691 N9669015 N9465878 N9219607 N9700883 N9436758 N9776690 N9776449 N9771995
 N9775985 N9775804 N9482970 N9702511 N9776688 N9776046 N9776570 N9748792"
U1765701	05/23/2023 04:32:38 AM	N9700883 N9700883 N9776697 N9669015 N9776566 N9702511 N9748792 N9776715
U1791251	05/23/2023 04:50:14 AM	N9776697 N9776697 N9776566 N9776808 N9776715 N9775985 N9775804 N9776046 N9776497 N9771995
U2219576	05/24/2023 05:49:25 AM	N9759955 N9759955 N9778326 N9778413 N9775402 N9777941 N9778422
U2219576	05/24/2023 05:49:11 AM	N9778448 N9778448 N9778500 N9778351 N9778375 N9777397 N9778386 N9778369 N9777856
U1579040	05/23/2023 07:06:30 AM	N9776071 N9776071 N9775582 N9776246 N9759955 N9776566 N9363981
U1583352	05/23/2023 07:15:03 AM	N9776882 N9776882 N9776851 N9775713 N9776897 N9776917
U1974260	05/23/2023 01:51:19 PM	"N9482970 N9482970 N9363981 N7865155 N9777804 N9776420 N9465878 N9777768 N9777704 N9777693
 N9777529 N9777190 N9777319"
U2203548	05/18/2023 02:23:21 PM	N9771352 N9771352 N9771523 N9771479 N9771113 N9771350 N9771438
U1810529	05/21/2023 05:10:06 AM	N9514481 N9514481 N9774120 N9774163 N9774125 N9772453 N9770450 N9142581
U1810529	05/21/2023 05:10:22 AM	N9746360 N9746360 N9772228 N9142581 N9765941 N9514481
U1810529	05/21/2023 05:09:40 AM	N9142581 N9142581 N9774252 N9770028 N9774074 N9514481
U1810529	05/21/2023 05:09:10 AM	N9767665 N9767665 N9774287 N9773857 N9774079 N7420751
U1822647	05/21/2023 05:15:39 AM	"N9772099 N9772099 N9774120 N9773857 N9774074 N9774125 N9774187 N9774096 N9774287 N9771996
 N9774252 N9774163 N9772453 N9771224 N9774020 N7420751 N9772517 N9773465 N9772772
 N9770450 N9773846 N9774079 N9773350 N9774297"
U2091475	05/21/2023 10:43:43 AM	N9774404 N9774404 N9773003 N9774032 N9774430 N9774568 N9774527
U2107360	05/21/2023 10:56:05 AM	"N9756546 N9756546 N9773846 N9774163 N9774120 N9747803 N9774125 N9770450 N9774287 N9772453
 N9732528 N9771113 N9767665"
U2107360	05/21/2023 10:46:19 AM	"N9774430 N9774430 N9760091 N9774032 N9486080 N9391394 N9532638 N9774506 N9773985 N7213923
 N9773003 N9773464"
U2107360	05/21/2023 10:49:15 AM	"N9769531 N9769531 N9773887 N9774297 N9766592 N9773350 N9774392 N9774020 N9772601 N9770638
 N9538375 N9772545 N9774382 N9774252 N9774187 N9772300 N9773857 N9773341 N9774321
 N9774074 N9738729 N9765941 N9774363 N9771996 N9772284 N9771919 N9774376 N9768043
 N9774142 N9774229 N9774352 N9769341 N9774517"
U2326529	05/19/2023 06:36:50 PM	N9769800 N9769800 N9772502 N9772923 N9771859 N9772668 N9772772 N9772925
U2326529	05/19/2023 06:37:24 PM	"N9772963 N9772963 N9772873 N9772869 N9772502 N9553264 N9772813 N9772668 N9772925 N9772903
 N9769624 N9772772"
U2237131	05/21/2023 09:45:39 AM	"N9773350 N9773350 N9774229 N9774382 N9774363 N9738729 N7213923 N9773887 N9770028 N9774352
 N9768043"
U2237131	05/21/2023 09:45:30 AM	N9760091 N9760091 N9774376 N9774506 N9773985 N9773464 N9774392 N9774383
U2260218	05/21/2023 09:40:16 AM	"N9774363 N9774363 N9768043 N9774079 N9142581 N9774252 N9774321 N9770028 N9695098 N9538375
 N9773985 N9774187 N9774376 N9769624 N9773857 N9773350 N9773887 N9774382 N9774020
 N9771996 N9774352 N9774074 N9774383 N9774297 N9746360 N9738729 N9774142 N9765941
 N9769531 N9773464 N9774229 N9772545"
U125136	05/21/2023 05:34:52 PM	N9775142 N9775142 N9775079 N9774532 N9775184 N9774789
U2023211	05/21/2023 06:36:41 PM	N9775131 N9775131 N9774580 N9775202 N9774972 N9774789 N9775184 N9746360 N9770028 N9099237
U2023211	05/21/2023 06:37:05 PM	N9760046 N9760046 N9771992 N9695098 N9774764 N9099237 N9738729
U2023211	05/21/2023 06:35:29 PM	N9747962 N9747962 N9775183 N9775171 N9774826 N9774555
U2028052	05/21/2023 06:44:38 PM	"N9765941 N9765941 N9774923 N9774706 N9774618 N9774840 N9757574 N9774598 N9772300 N9774899
 N9772957 N9774527 N9538375 N9774015 N9774020 N9771992 N9775184 N9769557 N9774823
 N9774626 N9775003 N9738729 N9142581 N9695098 N9774404 N9774403 N9774937 N9769624
 N9769581 N9746360 N9690871 N9774764 N9774803 N9774972 N9774554 N9775042 N9760046
 N9774358"
U2028052	05/21/2023 06:42:55 PM	"N9775076 N9775076 N9774555 N9770028 N9775183 N9775256 N9747962 N9772275 N9774826 N9774648
 N9775171 N9744403 N9142581 N9775142"
U2028052	05/21/2023 06:44:25 PM	N9142581 N9142581 N9774580 N9775202 N9775131 N9775079 N9774789
U2347213	05/20/2023 07:44:07 AM	"N9773307 N9773307 N9772475 N9773292 N9773228 N9756785 N9755712 N7213923 N9772300 N9773137
 N9773210 N9772635 N9769504 N9772629 N9772601"
U2528780	05/23/2023 05:24:02 AM	N9776406 N9776406 N9776855 N9776715 N9776566 N9776071 N9776046 N9776497 N9776808 N9776246
U2524240	05/25/2023 05:17:37 AM	"N9483850 N9483850 N9525589 N8934043 N9425346 N9779867 N9779427 N9780019 N9779860 N9779777
 N9779648"
U757408	05/24/2023 04:27:07 AM	N9778369 N9778369 N9778351 N9778375 N9778448 N9778422 N9778500
U768249	05/24/2023 04:29:05 AM	"N9778318 N9778318 N9777941 N9777307 N9778328 N9778422 N9760046 N9778375 N9770207 N9778310
 N9778168 N9776087 N9777750 N9778102 N9778257 N9778381 N9776420 N9778386 N9770194
 N9777296 N9778277 N9775703 N9777582 N9761586 N9775701 N9771779 N9776014 N9778351
 N9778155 N9778302 N9777464 N9749014 N9695098 N9778139 N9776922 N9777856 N9777621
 N9775998 N9777364 N9777811 N9778158 N9772710"
U768249	05/24/2023 04:19:43 AM	N9771352 N9771352 N9772873 N9772727 N9777750 N9760046 N9778102
U768249	05/24/2023 04:15:07 AM	N9775701 N9775701 N9775800 N9777582 N9775568 N9775703 N9776420 N9761586
U768249	05/24/2023 04:12:32 AM	N9775568 N9775568 N9775703 N9695098 N9777811 N9775800 N9778155 N9775701
U768249	05/24/2023 04:24:03 AM	N9778102 N9778102 N9774287 N9771758 N9760046 N9777750 N9772115
U768249	05/24/2023 04:10:06 AM	"N9778381 N9778381 N9777811 N9778318 N9778422 N9777307 N9778413 N9510890 N9778386 N9777941
 N9778448 N9778302 N9778351 N9417521 N9777856 N9778155 N9440568 N9778328 N9778326
 N9778375 N9135506 N9759955"
U780905	05/24/2023 04:53:26 AM	N9778375 N9778375 N9777307 N9777856 N9685246 N9778500 N9778448 N9778386
U780905	05/24/2023 04:53:20 AM	N9778302 N9778302 N9777941 N9759955 N9778326 N9778413
U1834502	05/18/2023 03:03:38 PM	N9769432 N9769432 N9771224 N9771572 N9771554 N9770792
U1834502	05/18/2023 03:00:46 PM	"N9771479 N9771479 N9771352 N9771523 N9771350 N9771113 N9771325 N9771330 N9769996 N9203920
 N9771224 N9771554 N9769769 N9771438 N9769474 N9771351"
U880939	05/20/2023 12:59:17 PM	N9772434 N9772434 N9773275 N9773461 N9746810 N9773539 N9759891
U332521	05/21/2023 07:33:58 PM	N9774516 N9774516 N9775277 N9759966 N9774461 N9775331 N9775323 N9774652
U338752	05/21/2023 07:18:21 PM	N9775331 N9775331 N9670241 N9711877 N9774652 N9775256 N9775277
U338752	05/21/2023 07:17:49 PM	"N9744403 N9744403 N9775142 N9775256 N8315213 N9775171 N9774826 N9775183 N9774652 N9770028
 N9774555 N9775076 N9775056 N9774648 N9775277 N9772275 N9120051"
U338752	05/21/2023 07:19:03 PM	N9775331 N9775331 N9775256 N9775171 N9774652 N9772275 N9775277 N9744403 N9775183
U352870	05/21/2023 07:54:53 PM	"N9769624 N9769624 N9527795 N9765941 N9773282 N9102576 N9775131 N9774899 N9774079 N9771992
 N9775184 N9774972"
U352870	05/21/2023 07:52:50 PM	"N9775142 N9775142 N9774079 N9746360 N9775283 N9772275 N9527795 N9774826 N9775171 N9775297
 N9695098 N9775079 N9102576 N9773282 N9774555 N9775183 N9538375 N9775056 N9738729
 N9774648 N9744403 N9775076 N9760046 N9774020"
U352870	05/21/2023 07:55:45 PM	"N9774079 N9774079 N9527795 N9774554 N9774358 N9774937 N9772957 N9102576 N9775003 N9757574
 N9771113 N9774764 N9769917 N9773282 N9769557 N9774840 N9775042"
U352870	05/21/2023 07:54:18 PM	N9774079 N9774079 N9774789 N9527795 N9773282 N9774580 N9102576
U352870	05/21/2023 07:51:33 PM	"N9775331 N9775331 N9774652 N9102576 N9774461 N9775352 N9772706 N9759966 N9775323 N9775277
 N9774516 N9770028 N9775256 N9527795"
